北京,丧了吧唧的动画片儿穿插着可爱墩墩，光顾炫技不看剧情了吗？剧情太拖沓…总之，在动画界真烂，弱用真人拍，更烂！
马来西亚,南河形象好像脱口秀演员童漠男 连声音都好像
江苏,。很喜欢短评的一句话：一坨五颜六色的屎
江苏,全程吵眼睛
浙江,1.画面好满 眼睛好累 2.杀我别用南河刀
广东,最后哭的不能自己！非常走心的一部电影
上海,色彩很美，动画还是很流畅的，情节还是有很多硬伤，动画片剧本深入浅出是真的很难写啊
江苏,特效惊艳。只是剧情有些沉重
山东,原来一切只是一场梦，可救你的那个小丑他是真的。一直对女儿毫不问津的妈妈突然就关心起她了，连她生日都不记得、不舍得付心理咨询费的亲爸和后妈突然就对她关怀备至了？结尾的团圆毫无必要。中间一个多小时的剧情都挺迷的，是我知道这是幻想，但这幻想可看性太低，学学今敏吧！色彩绚丽，特效好看，但先用心把剧情做做好吧。
江苏,2.18看
北京,开头就不喜欢，看到深海大饭店眼前一亮，以为是千与千寻那种呢。实在是高估了错付了。根本连故事两个字都不会写，还是早点儿洗洗睡吧。
湖南,这年头，电影都看不懂了，整个下来不知道电影的主题是什么
河北,画面很美
重庆,前半段一头雾水，主打展示了一场美术的视觉盛宴～后半部分瞬间各种细节闪回呼应起前半段情节，一身鸡皮疙瘩，难过十分…
广东,好牛逼的片子。在深海大饭店的那一段真的像我的梦境一样，乱七八糟的，所有人都不像是在走路，一蹦三尺高，一个画面迅速到另一个画面
新疆,有的时候 这个世界看上去是灰色的 不像梦里 那么五彩斑斓 可是就算是这样 也一定有一些亮光在等着你 哪怕 只是些很小的瞬间 也值得你努力活下去
四川,抑郁症和深海窒息应该很贴切，要融为一体，给生活换一种希望，才有了这个故事吧。
辽宁,很美
江苏,这是一部属于世界的作品，不必理睬自家的吵闹，它终究光彩！
上海,画风看到了宫崎骏结合梵高。表层故事是一次颠簸导致的小型海难。里层故事是一艘海上饭店伺候食客中讨生活。穿插小女孩与小丑大叔满是谎言的羁绊，人物塑造不丰满，非抑郁症患者很难产生共情。
甘肃,国产动漫的崛起，看的太感人了，非常喜欢这部动漫
北京,★★☆ 再次证明第一次的成功只是蹭到了国产二次元大top罢了。
广东,儿童恐怖片
湖北,"引人深思的动画电影
没看懂，每次要转场了，不好过渡就黑幕。"
江西,南河有点像蓝色妖姬😏
广东,同样是找妈妈，同样是动画，我觉得法国的《海洋之歌》则给出了另一个更好的故事版本。深海画面美术真的到顶了，无奈故事剧情跟不上，像宫崎骏的动画片，我们是先欣赏故事情节，然后深入挖掘画面的唯美之处，而不是反过来，本末倒置。
北京,比较惊艳的一部国产动漫，画面美轮美奂，已经可以跟日本不相上下了吧。故事到后半段才逐渐看出来全貌，一切都是小女孩的梦境，但是梦境来源于残酷的现实……
河南,"希望你今后的每一次笑都是真心的
也不要否定自己"
重庆,故事比较单薄，好在画面特别美，色彩很丰富，如果故事质量再跟上就好了
安徽,这部电影真的需要沉下心来慢慢感受，我们好多人都在用一生在治愈不幸的童年，有些时候我们自己拉自己一把。
河北,因为动漫人物形象不喜欢一直没有看，只感觉很色彩很绚烂让人眼晕，今天看感觉梦境好像少年派。感动于参宿和陌生人在海上相依为命建立的情感，濒死时候有一个互相鼓励彼甚至为自己而牺牲的人，一直被忽略的人才感觉到被爱，生命才有了重量。参宿为了抓住南河的手奋力冲破那个布，脸部被挤压、皮肤被划伤，让我很恐惧那块布，感觉它和红色鬼一样都把抑郁时那种被裹挟窒息、无力感展现得很贴切。没有抓住南河的手，这时心跳检测仪传来急促的滴滴声，就可以结束了。参宿死掉的话会更好吧，这样就和南河互相守护了啊，怎么可能在病床上想着南河、小丑男的牺牲而病危，又幻想着他对自己的鼓励突然就活过来了，抑郁症也治好了呢？那可是一条好人的命！抑郁患者无法承受之重吧。。。反正是消费抑郁症不如直接消费到死好了。海底世界很魔幻很好看，喜欢。
广东,前面100分钟都看不懂，后面突然爆哭，参宿好让人心疼，一个人受尽那么多委屈
浙江,看了大半段了一直没懂讲的是一个什么样的故事，很后半段了才发现是一个悲伤的故事
辽宁,开始有点混乱没咋看明白，看到后来被深深地感动，南河不羁的外表下一颗善良强韧的心让人泪目，所以参宿终于摆脱了泥潭阳光快乐的生活
福建,"前半海洋版千与千寻
后半兄妹版泰坦尼克
前部分画面色调用的很大胆，说是深海不如说是下水道。吃饭的时候看的有点恶心。
总体画风惊艳，特别是结尾的定格动画"
内蒙古,结局是为了过审吗？两个人一起嘎才是真正的解脱，参宿怎么可能会因为南河的牺牲而得到救赎，抑郁症的光从来都不是来自于外界。
山东,画面值五颗星了，虽然前三十分钟看的有点迷糊，后面逐渐清晰还是把故事圆回来了。有点感动但不到泪目的程度，画面真的很棒，色彩绝了！
福建,坚持看到了最后的翻转，才决定给出五星，很好看，前面梦境的部分过于长了
四川,好看好泪
北京,太晃眼了
河北,从画面制作到叙事 国产动画可以有的实力 南河作为陌生人的温暖和背后没有挖出的故事，掉泪了
北京,故事薄弱 但画面真的好漂亮
江苏,确实不是大众向电影
上海,这故事讲得一言难尽 二星给特效
四川,一分给画面，一分给海獭
河北,看不进去，原谅我，把奈宝都看睡着了 我真应该去打帮战
河南,题材不错，画面很美
黑龙江,场景真的是很震撼，后面的特效做的特别好。但是我打个四星，因为这是一个挺抑郁的素材，抑郁的人看了更抑郁，不抑郁的人可能有点代入不进去，但是总体来说挺好看的👀
上海,贺岁档，补标。
江苏,"好奇花了七年的电影，做的怎么样。
画面瑰丽，做的很用心。故事讲的一般。"
江苏,题材不错，但剧情感觉有点问题。
天津,有一次家里来了个阿姨，谈话聊天中忽然因为我的一句话板起脸，教育我说父母把你养大，应该懂事听话，尊重父母，这是她一个人的想法，应该也是大多数人的想法，在父母和子女的关系中，父母永远是对的，做出来的事讲不出道理就是为了你好，所谓好孩子要听话，有时像是一道枷锁，锁住了孩子的思想，让他们把所有的事情都怪罪于自己，却又找不出错在哪里，父母是伟大的，但是伟大也会犯错，这种不审视自身的傲慢应该被重视起来，电影讲刺激，讲场面，讲唯美，讲动人，这部电影让我看到了父母与子女关系中的现实问题，这种问题不是少数，不是个例，理应被社会中有力量的声音提及，这部电影做到了，单凭这一点，它在我眼中就已经是一部非常优秀的电影
河南,画面确实美，色彩使用非常冲击眼球
河北,光画面就值3星，但光靠画面支撑不起一部电影，并且画面看多了就审美疲劳了。剧情方面刚看的时候觉得很多地方都是抄袭的，看完之后发现还是加入了很多自己东西的，与其说是抄袭不如说是模仿和融合。如果剧情能再好好打磨打磨，把时长浓缩到三四十分钟，绝对是一个满分的作品，肯定不输爱死机单集的水平。可惜还是院线长电影更赚钱
江苏,美术组可以把编剧的轮起来锤
澳大利亚,幻象不是理由，做梦也得讲些逻辑
江苏,家庭的温暖对于有些人来说真的可望而不可求，失去妈妈的小孩脆弱敏感，有时又必须坚强！开头，小女孩在新的重组家庭里显得那么格格不入，有爸爸，又仿佛没有爸爸，真的令人伤感！
广西,有时候，这个世界看上去是灰色的，不想梦里，那么五彩斑斓。
江西,和班上学生一起看的。感觉和爱乐之城一样，看到最后才感觉到这个电影的伟大之处。把一个救人英勇牺牲的故事讲得如此充满色彩，不错了。多笑笑，逃离晦气。
福建,好吧看到男主的建模就知道不用往下看了
重庆,是那种无法共情也好哭的电影
辽宁,用画面来撑，感受大于内容，主题的创建浮于表面，实在遗憾。前半段过度扣押信息耗散兴趣，台词缺乏节奏感，对话技巧不够，如果能再打磨一下呢。
广东,生活里的参宿要好好的，自己救赎自己
上海,三星半全画面，故事太单薄了
广东,是好电影，但这个抑郁症的主题放春节档确实不太合适。前面大半段的梦境，初看确实还是有些不好懂。
广西,"因为知道是抑郁题材，所以我觉得前面的内容一开始就看得懂。剧情相当简单，我觉得这片主要表达的是情绪（抑郁的人的视角，情绪反应）不是内容。反正我一个不算抑郁症的抑郁人士很能共情（赤裸裸的表现出我的抑郁，轻度）。最后的结尾就当是制作团队的美好愿景吧。
之前看预告不知道题材时，看到那么绚丽的色彩以为是个开心的，看了才知道越绚丽越抑郁。
我觉得这剧不值得推荐。因为抑郁的人看了会很抑郁。不抑郁的人看了可能就觉得莫名其妙看不懂（比如我朋友）浪费时间。"
